id,title,ministry,description,category,type,state,benefits,eligibility,documents_required,amount,short_benefits,interest_rate,tenure_max,collateral_required,moratorium_months,interest_subvention,lending_partners,subsidy_percentage,subsidy_max_amount,dbt_status,vendor_empanelled,gender,age_min,age_max,income_limit,caste,residence,deadline,status,application_url,tags,applications_count,created_by,created_at,updated_at
d6e961c8-3528-4024-aed6-f12b61756b59,Support for International Patent Protection,Ministry of MSME,"The Support for International Patent Protection is a signature government initiative designed to revolutionize the Business sector by providing targeted support to citizens across the nation. This comprehensive scheme is built on the pillars of accessibility, transparency, and impact, ensuring that the benefits reach every eligible individual at the last mile. 
 
Historically, individuals in the Business domain have faced significant systemic hurdles, ranging from high costs of entry to limited resources for growth. The Support for International Patent Protection addresses these root causes by offering a multi-faceted approach. Whether it's through direct financial transfers, subsidized services, or infrastructure support, the scheme creates a robust safety net that empowers beneficiaries to achieve their potential.
 
At its core, the Support for International Patent Protection is about reimbursing expenses for international patent filing for Indian MSMEs. This means not just providing a one-time relief, but building a sustainable ecosystem where individuals can thrive. Empowering entrepreneurs and startups, this program drives economic growth and industrial innovation. The scheme's Business orientation ensures that it is tailored to the specific local needs of diverse demographic groups.
 
Furthermore, the implementation of Support for International Patent Protection leverages state-of-the-art digital infrastructure, such as the Direct Benefit Transfer (DBT) mechanism and Aa",Business,Scheme,Central,"[""Collateral-free low-interest working capital and term loans."",""Interest subvention benefits for prompt repayment cycles."",""Capital subsidy on project establishment costs.""]","[""Artisans, micro-business owners, startups, or SC/ST/Women entrepreneurs."",""Requires a viable business project report and proof of activity."",""Age limit: 18 to 65 years at the time of application.""]","[""GST Certificate"",""Pancard"",""Project Report""]",1000000,"₹10,00,000 Support",,,,,,[],,,,,All,18,65,,"[""General"",""OBC"",""SC"",""ST""]",Both,Ongoing,Active,,"[""business"",""msme"",""entrepreneur"",""startup""]",0,85f6557b-2155-44a7-ac7e-bcb45a5f5bf3,2026-07-25 08:34:57.837,2026-07-25T08:53:09.509117
db8c6a20-65e8-444a-b8fd-58c969b1eef6,PM Krishi Sinchai Yojana,Ministry of Agriculture and Farmers Welfare,"The PM Krishi Sinchai Yojana is a signature government initiative designed to revolutionize the Agriculture sector by providing targeted support to citizens across the nation. This comprehensive scheme is built on the pillars of accessibility, transparency, and impact, ensuring that the benefits reach every eligible individual at the last mile. 
 
Historically, individuals in the Agriculture domain have faced significant systemic hurdles, ranging from high costs of entry to limited resources for growth. The PM Krishi Sinchai Yojana addresses these root causes by offering a multi-faceted approach. Whether it's through direct financial transfers, subsidized services, or infrastructure support, the scheme creates a robust safety net that empowers beneficiaries to achieve their potential.
 
At its core, the PM Krishi Sinchai Yojana is about improving water use efficiency through 'Per Drop More Crop' initiatives. This means not just providing a one-time relief, but building a sustainable ecosystem where individuals can thrive. Supporting the backbone of our economy, this scheme targets farmers, crop yields, and rural sustainability. The scheme's Agriculture orientation ensures that it is tailored to the specific local needs of diverse demographic groups.
 
Furthermore, the implementation of PM Krishi Sinchai Yojana leverages state-of-the-art digital infrastructure, such as the Direct Benefit Transfer (DBT) mechanism and Aadhaar-linked verification, to eliminate leakages and minimi",Agriculture,Subsidy,Central,"[""Up to 55% subsidy on micro-irrigation systems for small/marginal farmers."",""Up to 45% subsidy on systems for other general farmers."",""Direct Benefit Transfer (DBT) payment to Aadhaar-seeded bank accounts.""]","[""Farmers owning cultivable land with access to water sources."",""Must purchase systems from empanelled solar and irrigation vendors."",""Requires copy of land registry, Aadhaar, and electricity bills.""]","[""Land Documents"",""Aadhar Card"",""Bank Account Details""]",6000,Up to 55% Drip Irrigation Subsidy,,,,,,[],55,50000,true,true,All,18,60,,"[""OBC"",""SC"",""ST""]",Rural,Ongoing,Active,,"[""agriculture"",""farmer"",""subsidy""]",0,85f6557b-2155-44a7-ac7e-bcb45a5f5bf3,2026-07-25 08:34:57.837,2026-07-25T08:53:09.509137
dbe2807a-c8c5-4d28-91a4-eba74827f59a,PM Kisan Sampada Yojana,Ministry of MSME,"The PM Kisan Sampada Yojana is a signature government initiative designed to revolutionize the Business sector by providing targeted support to citizens across the nation. This comprehensive scheme is built on the pillars of accessibility, transparency, and impact, ensuring that the benefits reach every eligible individual at the last mile. 
 
Historically, individuals in the Business domain have faced significant systemic hurdles, ranging from high costs of entry to limited resources for growth. The PM Kisan Sampada Yojana addresses these root causes by offering a multi-faceted approach. Whether it's through direct financial transfers, subsidized services, or infrastructure support, the scheme creates a robust safety net that empowers beneficiaries to achieve their potential.
 
At its core, the PM Kisan Sampada Yojana is about creating modern infrastructure for food processing and supply chain management. This means not just providing a one-time relief, but building a sustainable ecosystem where individuals can thrive. Empowering entrepreneurs and startups, this program drives economic growth and industrial innovation. The scheme's Business orientation ensures that it is tailored to the specific local needs of diverse demographic groups.
 
Furthermore, the implementation of PM Kisan Sampada Yojana leverages state-of-the-art digital infrastructure, such as the Direct Benefit Transfer (DBT) mechanism and Aadhaar-linked verification, to eliminate leakages and minimize bureaucra",Business,Scheme,Central,"[""Collateral-free low-interest working capital and term loans."",""Interest subvention benefits for prompt repayment cycles."",""Capital subsidy on project establishment costs.""]","[""Artisans, micro-business owners, startups, or SC/ST/Women entrepreneurs."",""Requires a viable business project report and proof of activity."",""Age limit: 18 to 65 years at the time of application.""]","[""GST Certificate"",""Pancard"",""Project Report""]",1000000,"₹10,00,000 Support",,,,,,[],,,,,All,18,65,,"[""General"",""OBC"",""SC"",""ST""]",Both,Ongoing,Active,,"[""business"",""msme"",""entrepreneur"",""startup""]",0,85f6557b-2155-44a7-ac7e-bcb45a5f5bf3,2026-07-25 08:34:57.837,2026-07-25T08:53:09.509155
dee34f4f-d500-4204-b84f-34d1298438c2,PM Bhartiya Janaushadhi Pariyojana,Ministry of Health and Family Welfare,"The PM Bhartiya Janaushadhi Pariyojana is a signature government initiative designed to revolutionize the Healthcare sector by providing targeted support to citizens across the nation. This comprehensive scheme is built on the pillars of accessibility, transparency, and impact, ensuring that the benefits reach every eligible individual at the last mile. 
 
Historically, individuals in the Healthcare domain have faced significant systemic hurdles, ranging from high costs of entry to limited resources for growth. The PM Bhartiya Janaushadhi Pariyojana addresses these root causes by offering a multi-faceted approach. Whether it's through direct financial transfers, subsidized services, or infrastructure support, the scheme creates a robust safety net that empowers beneficiaries to achieve their potential.
 
At its core, the PM Bhartiya Janaushadhi Pariyojana is about providing affordable generic medicine through dedicated outlets. This means not just providing a one-time relief, but building a sustainable ecosystem where individuals can thrive. This initiative prioritizes public health outcomes, medical equity, and the strengthening of clinical infrastructure. The scheme's Healthcare orientation ensures that it is tailored to the specific local needs of diverse demographic groups.
 
Furthermore, the implementation of PM Bhartiya Janaushadhi Pariyojana leverages state-of-the-art digital infrastructure, such as the Direct Benefit Transfer (DBT) mechanism and Aadhaar-linked verific",Healthcare,Scheme,Central,"[""Free diagnostic services and clinical treatments at empanelled centers."",""Coverage for secondary and tertiary hospitalization expenses."",""Subsidized post-hospitalization medication and follow-ups.""]","[""Targeted at below-poverty-line (BPL) and marginalized households."",""Requires registration under the State Health Insurance registry."",""Open to all age groups and demographics meeting income limits.""]","[""Aadhar Card"",""Ration Card"",""Medical Reports""]",5000,"₹5,000 Support",,,,,,[],,,,,All,0,100,250000,"[""General"",""OBC"",""ST""]",Both,Ongoing,Active,,"[""health"",""medical"",""insurance""]",0,85f6557b-2155-44a7-ac7e-bcb45a5f5bf3,2026-07-25 08:34:57.837,2026-07-25T08:53:09.509171
dffe02e6-07f4-4d9f-a7ef-50f3bf4ee404,Kalpana Chawla Chatravriti Yojna,Ministry of Education,"The Kalpana Chawla Chatravriti Yojna is a signature government initiative designed to revolutionize the Education sector by providing targeted support to citizens across the nation. This comprehensive scheme is built on the pillars of accessibility, transparency, and impact, ensuring that the benefits reach every eligible individual at the last mile. 
 
Historically, individuals in the Education domain have faced significant systemic hurdles, ranging from high costs of entry to limited resources for growth. The Kalpana Chawla Chatravriti Yojna addresses these root causes by offering a multi-faceted approach. Whether it's through direct financial transfers, subsidized services, or infrastructure support, the scheme creates a robust safety net that empowers beneficiaries to achieve their potential.
 
At its core, the Kalpana Chawla Chatravriti Yojna is about rewarding meritorious girls in the science stream in Himachal Pradesh. This means not just providing a one-time relief, but building a sustainable ecosystem where individuals can thrive. The focus remains on academic excellence, student empowerment, and the removal of financial barriers to learning. The scheme's Education orientation ensures that it is tailored to the specific local needs of diverse demographic groups.
 
Furthermore, the implementation of Kalpana Chawla Chatravriti Yojna leverages state-of-the-art digital infrastructure, such as the Direct Benefit Transfer (DBT) mechanism and Aadhaar-linked verification, to",Education,Scheme,Himachal Pradesh,"[""Full tuition fee waiver or academic scholarship grant."",""Monthly maintenance stipend for books, materials, and living costs."",""Additional allowances for disabled students (if applicable).""]","[""Must be an active student enrolled in a registered institution."",""Minimum academic score of 60% in the qualifying examination."",""Annual family income must be under ₹6,00,000.""]","[""Aadhar Card"",""Mark Sheets"",""Income Certificate""]",50000,"₹50,000 Scholarship/yr",,,,,,[],,,,,All,15,30,600000,"[""General"",""OBC"",""SC"",""ST""]",Both,Ongoing,Active,,"[""education"",""scholarship"",""student""]",0,85f6557b-2155-44a7-ac7e-bcb45a5f5bf3,2026-07-25 08:34:57.837,2026-07-25T08:53:09.509190
e11a3a31-f64f-4e16-a2ac-4eaf7fc02c42,Rashtriya Bal Swasthya Karyakram,Ministry of Health and Family Welfare,"The Rashtriya Bal Swasthya Karyakram is a signature government initiative designed to revolutionize the Healthcare sector by providing targeted support to citizens across the nation. This comprehensive scheme is built on the pillars of accessibility, transparency, and impact, ensuring that the benefits reach every eligible individual at the last mile. 
 
Historically, individuals in the Healthcare domain have faced significant systemic hurdles, ranging from high costs of entry to limited resources for growth. The Rashtriya Bal Swasthya Karyakram addresses these root causes by offering a multi-faceted approach. Whether it's through direct financial transfers, subsidized services, or infrastructure support, the scheme creates a robust safety net that empowers beneficiaries to achieve their potential.
 
At its core, the Rashtriya Bal Swasthya Karyakram is about early identification and intervention for children from birth to 18 years. This means not just providing a one-time relief, but building a sustainable ecosystem where individuals can thrive. This initiative prioritizes public health outcomes, medical equity, and the strengthening of clinical infrastructure. The scheme's Healthcare orientation ensures that it is tailored to the specific local needs of diverse demographic groups.
 
Furthermore, the implementation of Rashtriya Bal Swasthya Karyakram leverages state-of-the-art digital infrastructure, such as the Direct Benefit Transfer (DBT) mechanism and Aadhaar-linked verif",Healthcare,Scheme,Central,"[""Free diagnostic services and clinical treatments at empanelled centers."",""Coverage for secondary and tertiary hospitalization expenses."",""Subsidized post-hospitalization medication and follow-ups.""]","[""Targeted at below-poverty-line (BPL) and marginalized households."",""Requires registration under the State Health Insurance registry."",""Open to all age groups and demographics meeting income limits.""]","[""Aadhar Card"",""Ration Card"",""Medical Reports""]",5000,"₹5,000 Support",,,,,,[],,,,,All,0,100,250000,"[""SC"",""ST""]",Both,Ongoing,Active,,"[""health"",""medical"",""insurance""]",0,85f6557b-2155-44a7-ac7e-bcb45a5f5bf3,2026-07-25 08:34:57.837,2026-07-25T08:53:09.509209
e2707c92-6126-4283-af92-a7b4e9ee9d88,PM Daksh Yojana,Ministry of Social Justice and Empowerment,"The PM Daksh Yojana is a signature government initiative designed to revolutionize the Social Welfare sector by providing targeted support to citizens across the nation. This comprehensive scheme is built on the pillars of accessibility, transparency, and impact, ensuring that the benefits reach every eligible individual at the last mile. 
 
Historically, individuals in the Social Welfare domain have faced significant systemic hurdles, ranging from high costs of entry to limited resources for growth. The PM Daksh Yojana addresses these root causes by offering a multi-faceted approach. Whether it's through direct financial transfers, subsidized services, or infrastructure support, the scheme creates a robust safety net that empowers beneficiaries to achieve their potential.
 
At its core, the PM Daksh Yojana is about providing skill development training to marginalized social groups. This means not just providing a one-time relief, but building a sustainable ecosystem where individuals can thrive. Serving the most vulnerable, this program ensures social justice, pensions, and basic safety nets. The scheme's Social Welfare orientation ensures that it is tailored to the specific local needs of diverse demographic groups.
 
Furthermore, the implementation of PM Daksh Yojana leverages state-of-the-art digital infrastructure, such as the Direct Benefit Transfer (DBT) mechanism and Aadhaar-linked verification, to eliminate leakages and minimize bureaucratic delays. Applicants can tr",Social Welfare,Scheme,Central,"[""Direct financial support, food security, and social protection""]","[""BPL families, senior citizens, widows, and persons with disabilities""]","[""BPL Card"",""Aadhar Card"",""Disability/Death Certificate""]",2000,"₹2,000 Support",,,,,,[],,,,,All,0,100,100000,"[""ST""]",Both,Ongoing,Active,,"[""social"",""welfare"",""pension"",""poor""]",0,85f6557b-2155-44a7-ac7e-bcb45a5f5bf3,2026-07-25 08:34:57.837,2026-07-25T08:53:09.509226
e29b3ea1-3aa1-4b7c-b57c-f28224eace73,Swarna Jayanti Fellowships for Young Scientists,Ministry of Education,"The Swarna Jayanti Fellowships for Young Scientists is a signature government initiative designed to revolutionize the Education sector by providing targeted support to citizens across the nation. This comprehensive scheme is built on the pillars of accessibility, transparency, and impact, ensuring that the benefits reach every eligible individual at the last mile. 
 
Historically, individuals in the Education domain have faced significant systemic hurdles, ranging from high costs of entry to limited resources for growth. The Swarna Jayanti Fellowships for Young Scientists addresses these root causes by offering a multi-faceted approach. Whether it's through direct financial transfers, subsidized services, or infrastructure support, the scheme creates a robust safety net that empowers beneficiaries to achieve their potential.
 
At its core, the Swarna Jayanti Fellowships for Young Scientists is about funding frontier research by outstanding young scientists in India. This means not just providing a one-time relief, but building a sustainable ecosystem where individuals can thrive. The focus remains on academic excellence, student empowerment, and the removal of financial barriers to learning. The scheme's Education orientation ensures that it is tailored to the specific local needs of diverse demographic groups.
 
Furthermore, the implementation of Swarna Jayanti Fellowships for Young Scientists leverages state-of-the-art digital infrastructure, such as the Direct Benefit Tra",Education,Scheme,Central,"[""Full tuition fee waiver or academic scholarship grant."",""Monthly maintenance stipend for books, materials, and living costs."",""Additional allowances for disabled students (if applicable).""]","[""Must be an active student enrolled in a registered institution."",""Minimum academic score of 60% in the qualifying examination."",""Annual family income must be under ₹6,00,000.""]","[""Aadhar Card"",""Mark Sheets"",""Income Certificate""]",50000,"₹50,000 Scholarship/yr",,,,,,[],,,,,All,15,30,600000,"[""General"",""OBC"",""SC"",""ST""]",Both,Ongoing,Active,,"[""education"",""scholarship"",""student""]",0,85f6557b-2155-44a7-ac7e-bcb45a5f5bf3,2026-07-25 08:34:57.837,2026-07-25T08:53:09.509244
e3a274b7-af06-400d-b941-e2d3f19059b3,National Program for Health Care of Elderly,Ministry of Health and Family Welfare,"The National Program for Health Care of Elderly is a signature government initiative designed to revolutionize the Healthcare sector by providing targeted support to citizens across the nation. This comprehensive scheme is built on the pillars of accessibility, transparency, and impact, ensuring that the benefits reach every eligible individual at the last mile. 
 
Historically, individuals in the Healthcare domain have faced significant systemic hurdles, ranging from high costs of entry to limited resources for growth. The National Program for Health Care of Elderly addresses these root causes by offering a multi-faceted approach. Whether it's through direct financial transfers, subsidized services, or infrastructure support, the scheme creates a robust safety net that empowers beneficiaries to achieve their potential.
 
At its core, the National Program for Health Care of Elderly is about providing dedicated healthcare facilities for senior citizens. This means not just providing a one-time relief, but building a sustainable ecosystem where individuals can thrive. This initiative prioritizes public health outcomes, medical equity, and the strengthening of clinical infrastructure. The scheme's Healthcare orientation ensures that it is tailored to the specific local needs of diverse demographic groups.
 
Furthermore, the implementation of National Program for Health Care of Elderly leverages state-of-the-art digital infrastructure, such as the Direct Benefit Transfer (DBT) me",Healthcare,Scheme,Central,"[""Free diagnostic services and clinical treatments at empanelled centers."",""Coverage for secondary and tertiary hospitalization expenses."",""Subsidized post-hospitalization medication and follow-ups.""]","[""Targeted at below-poverty-line (BPL) and marginalized households."",""Requires registration under the State Health Insurance registry."",""Open to all age groups and demographics meeting income limits.""]","[""Aadhar Card"",""Ration Card"",""Medical Reports""]",5000,"₹5,000 Support",,,,,,[],,,,,All,0,100,250000,"[""General"",""OBC"",""SC""]",Both,Ongoing,Active,,"[""health"",""medical"",""insurance""]",0,85f6557b-2155-44a7-ac7e-bcb45a5f5bf3,2026-07-25 08:34:57.837,2026-07-25T08:53:09.509278
e4429321-b6df-4d05-a853-0d1dde5be79d,PM Mudra Yojana,Ministry of MSME,"The PM Mudra Yojana is a signature government initiative designed to revolutionize the Business sector by providing targeted support to citizens across the nation. This comprehensive scheme is built on the pillars of accessibility, transparency, and impact, ensuring that the benefits reach every eligible individual at the last mile. 
 
Historically, individuals in the Business domain have faced significant systemic hurdles, ranging from high costs of entry to limited resources for growth. The PM Mudra Yojana addresses these root causes by offering a multi-faceted approach. Whether it's through direct financial transfers, subsidized services, or infrastructure support, the scheme creates a robust safety net that empowers beneficiaries to achieve their potential.
 
At its core, the PM Mudra Yojana is about providing loans up to ₹10 Lakhs to non-corporate, non-farm small/micro enterprises. This means not just providing a one-time relief, but building a sustainable ecosystem where individuals can thrive. Empowering entrepreneurs and startups, this program drives economic growth and industrial innovation. The scheme's Business orientation ensures that it is tailored to the specific local needs of diverse demographic groups.
 
Furthermore, the implementation of PM Mudra Yojana leverages state-of-the-art digital infrastructure, such as the Direct Benefit Transfer (DBT) mechanism and Aadhaar-linked verification, to eliminate leakages and minimize bureaucratic delays. Applicants can t",Business,Loan,Central,"[""Collateral-free working capital and term loans up to ₹10 Lakhs."",""No processing fee for Shishu category loans (up to ₹50,000)."",""Flexible repayment cycles tailored to business cashflows.""]","[""Indian citizens owning non-corporate, non-farm micro enterprises."",""Business must be engaged in manufacturing, trading, or services."",""Requires business project report and active registration proof.""]","[""GST Certificate"",""Pancard"",""Project Report""]",1000000,Collateral-Free Loan up to ₹10 Lakhs,8.5,60,false,6,2,"[""State Bank of India"",""HDFC Bank"",""ICICI Bank"",""Punjab National Bank""]",,,,,All,18,65,,"[""OBC"",""SC"",""ST""]",Both,Ongoing,Active,,"[""business"",""msme"",""entrepreneur"",""startup""]",0,85f6557b-2155-44a7-ac7e-bcb45a5f5bf3,2026-07-25 08:34:57.837,2026-07-25T08:53:09.509347
e6bc381c-644c-4ad6-9600-8c4be4e574f8,PM Matru Vandana Yojana,Ministry of Health and Family Welfare,"The PM Matru Vandana Yojana is a signature government initiative designed to revolutionize the Healthcare sector by providing targeted support to citizens across the nation. This comprehensive scheme is built on the pillars of accessibility, transparency, and impact, ensuring that the benefits reach every eligible individual at the last mile. 
 
Historically, individuals in the Healthcare domain have faced significant systemic hurdles, ranging from high costs of entry to limited resources for growth. The PM Matru Vandana Yojana addresses these root causes by offering a multi-faceted approach. Whether it's through direct financial transfers, subsidized services, or infrastructure support, the scheme creates a robust safety net that empowers beneficiaries to achieve their potential.
 
At its core, the PM Matru Vandana Yojana is about providing cash incentives for pregnant women and lactating mothers. This means not just providing a one-time relief, but building a sustainable ecosystem where individuals can thrive. This initiative prioritizes public health outcomes, medical equity, and the strengthening of clinical infrastructure. The scheme's Healthcare orientation ensures that it is tailored to the specific local needs of diverse demographic groups.
 
Furthermore, the implementation of PM Matru Vandana Yojana leverages state-of-the-art digital infrastructure, such as the Direct Benefit Transfer (DBT) mechanism and Aadhaar-linked verification, to eliminate leakages and minimize",Healthcare,Scheme,Central,"[""Free diagnostic services and clinical treatments at empanelled centers."",""Coverage for secondary and tertiary hospitalization expenses."",""Subsidized post-hospitalization medication and follow-ups.""]","[""Targeted at below-poverty-line (BPL) and marginalized households."",""Requires registration under the State Health Insurance registry."",""Open to all age groups and demographics meeting income limits.""]","[""Aadhar Card"",""Ration Card"",""Medical Reports""]",5000,"₹5,000 Support",,,,,,[],,,,,All,0,100,250000,"[""General"",""OBC"",""SC"",""ST""]",Both,Ongoing,Active,,"[""health"",""medical"",""insurance""]",0,85f6557b-2155-44a7-ac7e-bcb45a5f5bf3,2026-07-25 08:34:57.837,2026-07-25T08:53:09.509374
e8dd788d-8462-4152-a884-5fa281fdf15e,National Quantum Mission,Ministry of Electronics and IT,"The National Quantum Mission is a signature government initiative designed to revolutionize the Technology sector by providing targeted support to citizens across the nation. This comprehensive scheme is built on the pillars of accessibility, transparency, and impact, ensuring that the benefits reach every eligible individual at the last mile. 
 
Historically, individuals in the Technology domain have faced significant systemic hurdles, ranging from high costs of entry to limited resources for growth. The National Quantum Mission addresses these root causes by offering a multi-faceted approach. Whether it's through direct financial transfers, subsidized services, or infrastructure support, the scheme creates a robust safety net that empowers beneficiaries to achieve their potential.
 
At its core, the National Quantum Mission is about accelerating quantum technology-led economic growth in India. This means not just providing a one-time relief, but building a sustainable ecosystem where individuals can thrive. Driving the Digital India vision, this scheme fosters high-tech R&D and digital infrastructure. The scheme's Technology orientation ensures that it is tailored to the specific local needs of diverse demographic groups.
 
Furthermore, the implementation of National Quantum Mission leverages state-of-the-art digital infrastructure, such as the Direct Benefit Transfer (DBT) mechanism and Aadhaar-linked verification, to eliminate leakages and minimize bureaucratic delays. Ap",Technology,Scheme,Central,"[""Infrastructure support, design incentives, and R&D grants""]","[""Researchers, tech startups, and electronics manufacturing units""]","[""Project Proposal"",""Company Registration"",""Technical Certifications""]",5000000,"₹50,00,000 Support",,,,,,[],,,,,All,18,60,,"[""General"",""OBC"",""SC"",""ST""]",Both,Ongoing,Active,,"[""technology"",""digital"",""innovation"",""it""]",0,85f6557b-2155-44a7-ac7e-bcb45a5f5bf3,2026-07-25 08:34:57.837,2026-07-25T08:53:09.509390
ea497576-c773-43de-8d5d-4fee9a38822e,PM SVANidhi,Ministry of MSME,"The PM SVANidhi is a signature government initiative designed to revolutionize the Business sector by providing targeted support to citizens across the nation. This comprehensive scheme is built on the pillars of accessibility, transparency, and impact, ensuring that the benefits reach every eligible individual at the last mile. 
 
Historically, individuals in the Business domain have faced significant systemic hurdles, ranging from high costs of entry to limited resources for growth. The PM SVANidhi addresses these root causes by offering a multi-faceted approach. Whether it's through direct financial transfers, subsidized services, or infrastructure support, the scheme creates a robust safety net that empowers beneficiaries to achieve their potential.
 
At its core, the PM SVANidhi is about offering working capital loans to street vendors to resume their livelihoods. This means not just providing a one-time relief, but building a sustainable ecosystem where individuals can thrive. Empowering entrepreneurs and startups, this program drives economic growth and industrial innovation. The scheme's Business orientation ensures that it is tailored to the specific local needs of diverse demographic groups.
 
Furthermore, the implementation of PM SVANidhi leverages state-of-the-art digital infrastructure, such as the Direct Benefit Transfer (DBT) mechanism and Aadhaar-linked verification, to eliminate leakages and minimize bureaucratic delays. Applicants can track their status in r",Business,Loan,Central,"[""Collateral-free low-interest working capital and term loans."",""Interest subvention benefits for prompt repayment cycles."",""Capital subsidy on project establishment costs.""]","[""Artisans, micro-business owners, startups, or SC/ST/Women entrepreneurs."",""Requires a viable business project report and proof of activity."",""Age limit: 18 to 65 years at the time of application.""]","[""GST Certificate"",""Pancard"",""Project Report""]",1000000,"₹10,00,000 Support",,,,,,[],,,,,All,18,65,,"[""General"",""OBC"",""SC"",""ST""]",Both,Ongoing,Active,https://pmsvanidhi.mohua.gov.in/,"[""business"",""msme"",""entrepreneur"",""startup""]",0,85f6557b-2155-44a7-ac7e-bcb45a5f5bf3,2026-07-25 08:34:57.837,2026-08-16T16:33:47.863868
ec3d0990-e36d-4520-b110-fe70f2880829,National Tuberculosis Elimination Program,Ministry of Health and Family Welfare,"The National Tuberculosis Elimination Program is a signature government initiative designed to revolutionize the Healthcare sector by providing targeted support to citizens across the nation. This comprehensive scheme is built on the pillars of accessibility, transparency, and impact, ensuring that the benefits reach every eligible individual at the last mile. 
 
Historically, individuals in the Healthcare domain have faced significant systemic hurdles, ranging from high costs of entry to limited resources for growth. The National Tuberculosis Elimination Program addresses these root causes by offering a multi-faceted approach. Whether it's through direct financial transfers, subsidized services, or infrastructure support, the scheme creates a robust safety net that empowers beneficiaries to achieve their potential.
 
At its core, the National Tuberculosis Elimination Program is about striving to end TB in India through free diagnosis and treatment. This means not just providing a one-time relief, but building a sustainable ecosystem where individuals can thrive. This initiative prioritizes public health outcomes, medical equity, and the strengthening of clinical infrastructure. The scheme's Healthcare orientation ensures that it is tailored to the specific local needs of diverse demographic groups.
 
Furthermore, the implementation of National Tuberculosis Elimination Program leverages state-of-the-art digital infrastructure, such as the Direct Benefit Transfer (DBT) mechani",Healthcare,Scheme,Central,"[""Free diagnostic services and clinical treatments at empanelled centers."",""Coverage for secondary and tertiary hospitalization expenses."",""Subsidized post-hospitalization medication and follow-ups.""]","[""Targeted at below-poverty-line (BPL) and marginalized households."",""Requires registration under the State Health Insurance registry."",""Open to all age groups and demographics meeting income limits.""]","[""Aadhar Card"",""Ration Card"",""Medical Reports""]",5000,"₹5,000 Support",,,,,,[],,,,,All,0,100,250000,"[""General"",""OBC"",""SC"",""ST""]",Both,Ongoing,Active,,"[""health"",""medical"",""insurance""]",0,85f6557b-2155-44a7-ac7e-bcb45a5f5bf3,2026-07-25 08:34:57.837,2026-07-25T08:53:09.509425
ec9c84c0-4ceb-437f-ae4d-a3b404fd28f3,HUDA Affordable Housing,Ministry of Housing and Urban Affairs,"The HUDA Affordable Housing is a signature government initiative designed to revolutionize the Housing sector by providing targeted support to citizens across the nation. This comprehensive scheme is built on the pillars of accessibility, transparency, and impact, ensuring that the benefits reach every eligible individual at the last mile. 
 
Historically, individuals in the Housing domain have faced significant systemic hurdles, ranging from high costs of entry to limited resources for growth. The HUDA Affordable Housing addresses these root causes by offering a multi-faceted approach. Whether it's through direct financial transfers, subsidized services, or infrastructure support, the scheme creates a robust safety net that empowers beneficiaries to achieve their potential.
 
At its core, the HUDA Affordable Housing is about facilitating residential plots and flats in Haryana at controlled prices. This means not just providing a one-time relief, but building a sustainable ecosystem where individuals can thrive. Aimed at providing dignity through shelter, this project focuses on affordable residential development. The scheme's Housing orientation ensures that it is tailored to the specific local needs of diverse demographic groups.
 
Furthermore, the implementation of HUDA Affordable Housing leverages state-of-the-art digital infrastructure, such as the Direct Benefit Transfer (DBT) mechanism and Aadhaar-linked verification, to eliminate leakages and minimize bureaucratic del",Housing,Subsidy,Haryana,"[""Financial grant for building or renovating a pucca house."",""Interest subsidy on housing bank loans under credit-linked schemes."",""Sanitation grant for building household toilets.""]","[""Must not own any pucca house in India under any family member's name."",""Belongs to Economically Weaker Section (EWS) or Low Income Group (LIG)."",""Geographic target: Eligible rural and urban municipal areas.""]","[""Income Certificate"",""Land Registry"",""Aadhar Card""]",250000,"₹2,50,000 Subsidy",,,,,,[],,,,,All,18,70,600000,"[""General"",""OBC"",""SC"",""ST""]",Both,Ongoing,Active,,"[""housing"",""home"",""subsidy"",""construction""]",0,85f6557b-2155-44a7-ac7e-bcb45a5f5bf3,2026-07-25 08:34:57.837,2026-07-25T08:53:09.509442
